timestamp_ms,ecg_value
18,2251.0
38,2315.0
59,2305.0
78,2224.0
98,2000.0
118,1830.0
138,1687.0
158,1649.0
178,1677.0
198,1712.0
218,1761.0
238,1776.0
259,1745.0
278,1749.0
298,1699.0
318,1717.0
338,1712.0
358,1715.0
378,1717.0
398,1798.0
418,1859.0
438,1942.0
458,1802.0
478,1751.0
498,1712.0
518,1665.0
538,1712.0
558,3925.0
578,1398.0
598,1600.0
618,1888.0
639,1938.0
659,1985.0
678,2039.0
698,2151.0
718,2205.0
738,2294.0
769,2301.0
778,2281.0
798,2140.0
818,1943.0
839,1728.0
859,1663.0
878,1667.0
898,1712.0
918,1744.0
939,1734.0
959,1776.0
979,1749.0
999,1763.0
1018,1722.0
1038,1701.0
1059,1712.0
1079,1726.0
1099,1742.0
1118,1852.0
1139,1957.0
1159,1885.0
1179,1802.0
1199,1728.0
1218,1722.0
1239,1622.0
1259,2642.0
1278,2401.0
1298,1232.0
1318,1885.0
1339,1930.0
1359,1948.0
1379,2013.0
1399,2110.0
1419,2173.0
1439,2243.0
1458,2301.0
1479,2304.0
1498,2165.0
1518,1995.0
1539,1825.0
1559,1713.0
1579,1695.0
1599,1670.0
1618,1742.0
1638,1792.0
1659,1766.0
1679,1770.0
1699,1747.0
1719,1735.0
1740,1757.0
1759,1758.0
1778,1847.0
1798,1885.0
1818,1876.0
1839,1771.0
1859,1701.0
1879,1682.0
1899,1535.0
1919,2417.0
1939,2512.0
1959,1256.0
1979,1767.0
1998,1879.0
2019,1894.0
2039,1953.0
2059,2064.0
2078,2178.0
2098,2249.0
2119,2289.0
2139,2279.0
2159,2176.0
2179,1989.0
2199,1789.0
2218,1698.0
2238,1661.0
2258,1738.0
2278,1742.0
2298,1773.0
2318,1793.0
2338,1806.0
2358,1783.0
2378,1745.0
2398,1771.0
2418,1779.0
2438,1872.0
2458,1995.0
2479,1896.0
2498,1847.0
2518,1699.0
2541,1683.0
2558,1584.0
2578,2401.0
2598,2861.0
2618,1162.0
2639,1877.0
2658,1937.0
2678,1966.0
2698,2021.0
2718,2094.0
2738,2189.0
2758,2297.0
2778,2363.0
2798,2338.0
2818,2259.0
2838,2027.0
2858,1789.0
2878,1723.0
2898,1674.0
2918,1712.0
2938,1703.0
2959,1764.0
2978,1762.0
2998,1774.0
3018,1791.0
3038,1718.0
3060,1698.0
3079,1867.0
3098,1927.0
3119,1938.0
3139,1824.0
3159,1712.0
3179,1663.0
3198,1646.0
3219,1950.0
3238,3681.0
3259,1111.0
3278,1805.0
3298,1909.0
3318,1904.0
3340,1972.0
3359,2043.0
3379,2159.0
3399,2243.0
3419,2322.0
3439,2309.0
3459,2240.0
3479,2043.0
3499,1821.0
3518,1674.0
3539,1625.0
3559,1645.0
3578,1687.0
3598,1749.0
3618,1755.0
3639,1728.0
3659,1761.0
3679,1748.0
3699,1737.0
3718,1811.0
3740,1911.0
3759,1951.0
3779,1840.0
3798,1745.0
3819,1745.0
3840,1690.0
3859,1781.0
3879,3888.0
3899,1360.0
3918,1625.0
3939,1930.0
3959,1984.0
3979,2013.0
3998,2075.0
4018,2191.0
4038,2247.0
4059,2407.0
4078,2406.0
4098,2363.0
4119,2161.0
4139,1915.0
4159,1781.0
4178,1725.0
4198,1738.0
4218,1743.0
4239,1810.0
4259,1802.0
4279,1835.0
4299,1802.0
4319,1788.0
4339,1807.0
4359,1882.0
4379,1970.0
4399,1903.0
4419,1807.0
4439,1744.0
4459,1709.0
4479,1567.0
4499,2432.0
4519,2608.0
4538,1219.0
4559,1866.0
4579,1903.0
4599,1946.0
4619,1995.0
4639,2064.0
4659,2151.0
4678,2295.0
4699,2324.0
4719,2304.0
4739,2192.0
4759,1957.0
4779,1802.0
4798,1654.0
4819,1664.0
4839,1695.0
4859,1712.0
4879,1725.0
4899,1713.0
4919,1725.0
4939,1763.0
4959,1777.0
4979,1809.0
4999,1887.0
5019,1818.0
5038,1714.0
5059,1625.0
5079,1610.0
5099,1566.0
5119,2899.0
5139,1974.0
5159,1216.0
5179,1776.0
5199,1829.0
5219,1871.0
5238,1936.0
5258,2061.0
5278,2128.0
5298,2234.0
5318,2270.0
5339,2199.0
5359,2047.0
5379,1825.0
5398,1693.0
5419,1632.0
5439,1647.0
5459,1662.0
5479,1683.0
5499,1718.0
5519,1726.0
5539,1741.0
5559,1714.0
5579,1712.0
5599,1688.0
5619,1699.0
5639,1808.0
5660,1920.0
5679,1815.0
5699,1745.0
5718,1625.0
5739,1678.0
5759,1571.0
5779,2525.0
5799,2544.0
5818,1158.0
5839,1841.0
5859,1883.0
5879,1923.0
5899,1978.0
5919,2061.0
5938,2142.0
5959,2251.0
5978,2313.0
5999,2290.0
6019,2159.0
6039,1927.0
6059,1744.0
6079,1646.0
6099,1611.0
6119,1659.0
6139,1670.0
6159,1716.0
6179,1748.0
6199,1729.0
6219,1723.0
6240,1699.0
6259,1680.0
6279,1703.0
6299,1654.0
6319,1695.0
6338,1856.0
6359,1915.0
6379,1878.0
6399,1749.0
6419,1680.0
6439,1676.0
6459,1585.0
6479,2352.0
6499,2866.0
6519,1136.0
6539,1847.0
6559,1884.0
6579,1923.0
6599,1971.0
6619,2083.0
6639,2183.0
6659,2260.0
6679,2324.0
6699,2321.0
6719,2199.0
6739,2013.0
6759,1718.0
6778,1659.0
6798,1609.0
6818,1621.0
6839,1673.0
6859,1712.0
6879,1753.0
6898,1706.0
6919,1713.0
6939,1691.0
6959,1710.0
6979,1690.0
6999,1712.0
7018,1707.0
7038,1691.0
7059,1744.0
7078,1851.0
7098,1939.0
7119,1866.0
7139,1771.0
7159,1705.0
7178,1734.0
7199,1638.0
7218,2781.0
7240,2305.0
7258,1281.0
7278,1890.0
7298,1895.0
7318,1968.0
7338,2032.0
7358,2126.0
7378,2178.0
7398,2283.0
7418,2372.0
7439,2352.0
7459,2213.0
7478,1968.0
7498,1788.0
7518,1678.0
7538,1663.0
7558,1661.0
7578,1709.0
7598,1767.0
7618,1781.0
7638,1750.0
7658,1759.0
7678,1730.0
7698,1712.0
7718,1706.0
7738,1711.0
7758,1727.0
7778,1719.0
7798,1782.0
7818,1875.0
7838,1941.0
7858,1853.0
7879,1726.0
7899,1714.0
7918,1707.0
7938,1701.0
7958,3600.0
7978,1595.0
7998,1407.0
8018,1869.0
8038,1874.0
8058,1965.0
8078,2066.0
8098,2127.0
8118,2197.0
8138,2288.0
8158,2320.0
8178,2288.0
8198,2096.0
8218,1890.0
8238,1730.0
8258,1623.0
8278,1674.0
8298,1699.0
8318,1712.0
8338,1750.0
8359,1774.0
8379,1783.0
8398,1750.0
8418,1757.0
8439,1761.0
8458,1701.0
8479,1745.0
8498,1758.0
8518,1743.0
8538,1805.0
8558,1919.0
8579,1996.0
8598,1887.0
8618,1793.0
8639,1744.0
8659,1744.0
8679,1651.0
8698,3190.0
8719,2003.0
8739,1369.0
8759,1927.0
8779,1945.0
8799,1967.0
8818,2066.0
8838,2128.0
8859,2198.0
8878,2318.0
8898,2383.0
8919,2346.0
8939,2224.0
8959,2002.0
8979,1787.0
8999,1648.0
9019,1682.0
9039,1687.0
9059,1731.0
9079,1735.0
9098,1776.0
9119,1764.0
9139,1762.0
9159,1754.0
9178,1731.0
9198,1691.0
9218,1719.0
9239,1725.0
9259,1721.0
9279,1763.0
9299,1757.0
9319,1767.0
9339,1837.0
9359,1919.0
9378,1876.0
9398,1842.0
9418,1739.0
9439,1737.0
9459,1633.0
9479,2235.0
9499,3266.0
9518,1122.0
9538,1874.0
9559,1919.0
9579,1967.0
9598,2011.0
9619,2070.0
9639,2167.0
9658,2263.0
9678,2320.0
9699,2379.0
9718,2255.0
9739,2063.0
9759,1824.0
9778,1658.0
9798,1623.0
9819,1675.0
9839,1673.0
9858,1679.0
9878,1740.0
9899,1741.0
9918,1716.0
9939,1695.0
9959,1702.0
9979,1690.0
9998,1715.0
10018,1699.0
17,7506.451612903226
37,7500.0
57,7167.74193548387
78,6390.322580645162
97,5658.064516129032
117,5338.709677419354
138,5100.0
157,5358.064516129031
177,5448.387096774193
197,5580.645161290322
217,5651.612903225806
237,5609.677419354838
257,5467.741935483871
277,5425.806451612903
298,5783.870967741935
317,5938.709677419354
337,5983.870967741935
358,5751.612903225806
377,5248.387096774193
397,5283.870967741935
417,4951.612903225806
437,6667.74193548387
457,9493.548387096776
477,3880.645161290323
498,5641.935483870968
517,6074.193548387096
537,6200.0
558,6325.806451612903
577,6596.774193548387
597,6925.806451612903
617,7174.193548387096
637,7258.064516129031
657,7435.483870967742
677,6970.967741935483
697,6193.548387096774
717,5629.032258064516
737,5287.096774193547
757,5400.0
777,5419.354838709677
797,5509.677419354839
818,5658.064516129032
837,5761.290322580645
857,5467.741935483871
877,5441.935483870968
897,5812.903225806451
917,6029.032258064515
937,6238.709677419354
957,5880.645161290322
977,5532.258064516129
997,5022.58064516129
1017,5351.612903225806
1038,5629.032258064516
1058,12683.870967741936
1077,4474.193548387097
1097,4951.612903225806
1117,6045.1612903225805
1137,6054.83870967742
1157,6267.741935483871
1177,6506.451612903225
1197,6912.903225806451
1217,7116.129032258064
1237,7470.967741935485
1258,7467.741935483871
1277,7332.258064516128
1297,6677.419354838709
1318,5916.129032258064
1337,5558.064516129032
1357,5270.967741935484
1384,5493.548387096774
1397,5564.516129032258
1417,5693.548387096774
1437,5729.032258064516
1458,5687.096774193548
1477,5709.677419354838
1499,5661.290322580645
1517,5674.193548387097
1538,6080.645161290322
1558,6135.4838709677415
1578,6087.096774193548
1597,5841.935483870968
1617,5522.58064516129
1637,5470.967741935484
1657,5345.1612903225805
1678,8606.451612903225
1697,7719.354838709678
1717,4029.032258064517
1737,6061.290322580645
1757,6190.322580645161
1777,6500.0
1797,6577.419354838709
1818,6567.74193548387
1837,7170.967741935483
1857,7367.741935483869
1877,7503.225806451614
1897,7487.096774193548
1917,6983.870967741935
1937,6370.967741935484
1957,5664.516129032258
1977,5316.129032258064
1997,5474.1935483870975
2017,5619.354838709677
2037,5667.741935483871
2057,5848.387096774193
2078,5751.612903225806
2097,5854.838709677419
2117,5603.225806451614
2137,5899.999999999999
2158,6054.83870967742
2178,6212.903225806452
2197,5929.032258064516
2217,5677.419354838709
2237,5419.354838709677
2257,5490.322580645161
2277,5293.548387096774
2297,9654.83870967742
2317,6451.612903225806
2338,4387.096774193548
2357,6141.935483870968
2377,6261.290322580646
2398,6325.806451612903
2417,6570.967741935483
2437,6712.903225806451
2458,6880.645161290322
2478,7358.06451612903
2497,7751.612903225807
2517,7174.193548387096
2537,6693.548387096774
2557,6009.677419354838
2577,5535.4838709677415
2598,5358.064516129031
2618,5154.838709677419
2637,5235.4838709677415
2658,5490.322580645161
2677,5564.516129032258
2697,5561.290322580646
2718,5616.129032258064
2737,5522.58064516129
2757,5648.387096774193
2777,5912.903225806451
2797,6245.1612903225805
2818,5796.774193548387
2837,5474.1935483870975
2858,5161.290322580645
2877,5261.290322580645
2897,5212.903225806451
2917,10116.129032258064
2937,5690.322580645161
2957,4138.709677419355
2978,5777.419354838709
2997,6100.0
3017,6351.612903225807
3038,6141.935483870968
3058,6654.838709677419
3077,7070.967741935483
3097,7225.8064516129025
3117,7287.096774193547
3137,7070.967741935483
3157,6803.225806451613
3177,5864.516129032258
3197,5548.387096774193
3217,5322.58064516129
3237,5448.387096774193
3257,5390.322580645162
3277,5403.225806451613
3297,5658.064516129032
3317,5709.677419354838
3338,5729.032258064516
3357,5816.129032258064
3378,6074.193548387096
3397,5983.870967741935
3417,5606.451612903225
3437,5461.290322580645
3458,5419.354838709677
3477,5235.4838709677415
3497,5941.935483870967
3518,11306.451612903224
3537,4741.935483870968
3557,5419.354838709677
3578,5987.096774193547
3597,5993.548387096774
3617,6309.677419354839
3637,6832.258064516129
3657,6864.516129032258
3677,7129.032258064515
3698,7374.193548387096
3718,7425.806451612903
3737,7012.903225806451
3757,6564.516129032258
3777,5938.709677419354
3797,5522.58064516129
3817,5490.322580645161
3837,5487.096774193548
3857,5680.645161290323
3878,5803.225806451613
3897,5783.870967741935
3917,5841.935483870968
3938,5735.4838709677415
3957,6241.935483870968
3977,6158.064516129031
3997,6074.193548387096
4017,5764.5161290322585
4037,5625.806451612903
4057,5496.774193548387
4077,5258.064516129032
4097,7070.967741935483
4117,9906.451612903224
4137,3838.709677419355
4157,5703.225806451613
4177,6125.806451612903
4197,6364.516129032258
4217,6690.32258064516
4237,6454.83870967742
4257,7138.709677419354
4277,7309.677419354838
4297,7587.096774193548
4318,7483.870967741936
4337,7041.935483870967
4358,6341.935483870968
4377,5758.064516129032
4398,5248.387096774193
4417,5490.322580645161
4437,5429.032258064516
4457,5596.774193548387
4477,5990.322580645161
4497,5577.419354838709
4517,5577.419354838709
4537,5867.74193548387
4558,6067.74193548387
4577,6261.290322580646
4597,5916.129032258064
4617,5506.451612903226
4637,5383.870967741936
4657,5358.064516129031
4678,5332.258064516129
4697,11370.967741935485
4717,5051.612903225806
4737,4816.129032258064
4758,5987.096774193547
4777,6138.709677419354
4797,6277.419354838709
4817,6370.967741935484
4837,6812.903225806451
4857,6983.870967741935
4878,7432.25806451613
4897,7580.645161290323
4917,7232.258064516128
4937,6522.58064516129
4957,5832.258064516129
4978,5529.032258064516
4997,5316.129032258064
5018,5222.58064516129
5037,5574.193548387097
5057,5619.354838709677
5078,5516.129032258064
5097,5570.967741935484
5117,6122.58064516129
5137,6116.129032258064
5158,6177.419354838709
5178,5683.870967741936
5197,5422.580645161291
5218,5396.774193548386
5238,5100.0
5257,5580.645161290322
5277,12861.290322580646
5297,4077.419354838709
5317,5296.774193548386
5337,5770.967741935484
5357,6138.709677419354
5377,6132.258064516129
5397,6454.83870967742
5417,6703.225806451613
5437,7074.193548387096
5457,7219.354838709677
5478,7277.419354838708
5497,6967.74193548387
5517,6429.032258064516
5538,5725.806451612903
5557,5316.129032258064
5578,4951.612903225806
5597,5300.0
5618,5312.903225806451
5638,5645.1612903225805
5658,5448.387096774193
5678,5558.064516129032
5697,5483.870967741935
