timestamp_ms,ecg_value
18,5400.0
38,5696.774193548386
58,5312.903225806451
78,5748.387096774193
97,5641.935483870968
118,5864.516129032258
138,5712.903225806452
158,5467.741935483871
178,6038.709677419354
198,6174.193548387097
218,6164.516129032258
238,6080.645161290322
258,5641.935483870968
278,5693.548387096774
298,5396.774193548386
317,5609.677419354838
338,11919.354838709676
358,5025.806451612903
378,5161.290322580645
398,6148.387096774192
418,6396.774193548386
438,6519.354838709678
458,6719.354838709677
478,6832.258064516129
498,7245.16129032258
518,7712.903225806452
538,8006.451612903225
558,7625.806451612903
578,7019.354838709677
598,6087.096774193548
618,5487.096774193548
638,5258.064516129032
658,5158.064516129031
678,5341.935483870967
698,5464.5161290322585
718,5648.387096774193
738,5683.870967741936
758,5690.322580645161
778,5629.032258064516
798,5474.1935483870975
818,5625.806451612903
838,5780.645161290322
858,5522.58064516129
878,5629.032258064516
898,5596.774193548387
918,6345.1612903225805
938,6106.4516129032245
958,6035.4838709677415
978,5945.16129032258
998,5574.193548387097
1018,5422.580645161291
1038,5322.58064516129
1058,9100.0
1078,7064.516129032257
1098,4219.354838709677
1118,6080.645161290322
1138,6245.1612903225805
1158,6316.129032258064
1178,6345.1612903225805
1198,6854.838709677419
1218,7087.096774193547
1238,7683.870967741936
1258,7896.774193548386
1278,7690.322580645161
1298,7299.999999999999
1318,6525.806451612903
1338,5751.612903225806
1358,5164.516129032258
1378,5203.225806451613
1398,5264.516129032258
1418,5448.387096774193
1438,5480.645161290322
1458,5609.677419354838
1478,5729.032258064516
1498,5729.032258064516
1518,5483.870967741935
1538,5529.032258064516
1559,5677.419354838709
1578,5777.419354838709
1598,5996.774193548386
1618,6238.709677419354
1638,5993.548387096774
1658,5606.451612903225
1678,5522.58064516129
1698,5448.387096774193
1718,5577.419354838709
1738,10764.516129032258
1758,5716.129032258064
1778,4429.032258064516
1798,6206.451612903225
1818,6125.806451612903
1838,6435.483870967742
1858,6758.064516129032
1878,6812.903225806451
1907,7235.483870967741
1918,7416.129032258063
1938,7970.967741935484
1958,7690.322580645161
1978,7270.967741935483
1998,6009.677419354838
2018,5554.83870967742
2038,5180.645161290322
2058,5245.16129032258
2078,5370.967741935484
2098,5464.5161290322585
2118,5777.419354838709
2138,5477.41935483871
2158,5935.4838709677415
2178,5535.4838709677415
2198,5580.645161290322
2218,5564.516129032258
2238,5622.58064516129
2258,5625.806451612903
2278,5712.903225806452
2298,5454.83870967742
2318,5567.74193548387
2338,5919.354838709677
2358,6306.451612903226
2378,6109.677419354838
2398,6109.677419354838
2418,5609.677419354838
2438,5761.290322580645
2458,5435.483870967742
2478,5880.645161290322
2498,12593.548387096776
2518,4951.612903225806
2538,5248.387096774193
2558,6238.709677419354
2578,6296.774193548387
2598,6580.645161290322
2618,6832.258064516129
2638,7145.1612903225805
2658,7174.193548387096
2678,7909.677419354838
2698,8103.225806451614
2718,7945.16129032258
2738,7080.645161290322
2758,6141.935483870968
2778,5541.935483870968
2798,5461.290322580645
2818,5196.774193548386
2838,5419.354838709677
2858,5538.709677419355
2878,5590.322580645161
2898,5609.677419354838
2918,5677.419354838709
2938,5522.58064516129
2958,5577.419354838709
2978,5700.0
2998,5616.129032258064
3018,5677.419354838709
3038,5609.677419354838
3058,5625.806451612903
3078,5625.806451612903
3098,5732.258064516129
3118,5935.4838709677415
3138,6154.838709677419
3158,6248.387096774193
3178,5983.870967741935
3198,5935.4838709677415
3218,5680.645161290323
3238,5825.806451612903
3258,5403.225806451613
3278,9187.09677419355
3298,7796.774193548387
3318,4300.0
3338,6209.677419354839
3358,6238.709677419354
3378,6658.064516129031
3398,6487.096774193548
3418,7103.225806451613
3438,7261.290322580644
3458,7500.0
3478,7906.451612903225
3498,7987.096774193548
3518,7558.064516129033
3538,6654.838709677419
3558,5800.0
3578,5209.677419354838
3598,5316.129032258064
3618,5367.741935483871
3638,5254.838709677419
3658,5522.58064516129
3678,5464.5161290322585
3698,5538.709677419355
3718,5477.41935483871
3738,5729.032258064516
3758,5661.290322580645
3778,5612.903225806451
3798,5422.580645161291
3818,5629.032258064516
3838,5603.225806451614
3858,5570.967741935484
3878,5729.032258064516
3898,6019.354838709677
3918,6180.645161290322
3938,5987.096774193547
3958,5706.451612903225
3978,5470.967741935484
3998,5709.677419354838
4018,5429.032258064516
4038,9193.548387096776
4058,7193.548387096773
4078,4303.225806451613
4098,6045.1612903225805
4118,6216.129032258064
4138,6574.193548387097
4158,6590.322580645161
4178,6964.516129032258
4198,7161.290322580644
4218,7680.645161290323
4238,7890.322580645162
4258,7958.064516129032
4278,7564.516129032258
4298,6696.774193548386
4318,5667.741935483871
4338,5309.677419354838
4358,5232.258064516128
4378,5235.4838709677415
4398,5419.354838709677
4418,5396.774193548386
4438,5683.870967741936
4458,5558.064516129032
4478,5758.064516129032
4498,5532.258064516129
4518,5580.645161290322
4538,5667.741935483871
4558,5667.741935483871
4578,5567.74193548387
4598,5796.774193548387
4618,5641.935483870968
4638,5832.258064516129
4658,6293.548387096775
4678,6174.193548387097
4698,5883.870967741936
4718,5522.58064516129
4738,5712.903225806452
4758,5570.967741935484
4778,6212.903225806452
4798,12003.225806451612
4818,4687.096774193549
4838,5270.967741935484
4858,6070.967741935483
4878,6470.967741935484
4898,6345.1612903225805
4918,6790.322580645161
4938,6899.999999999999
4958,7587.096774193548
4978,7761.290322580646
4998,7951.612903225806
5018,7896.774193548386
5038,6764.516129032258
5058,5977.419354838709
5078,5516.129032258064
5098,5119.354838709677
5118,5245.16129032258
5138,5316.129032258064
5158,5367.741935483871
5178,5406.451612903225
5198,5558.064516129032
5218,5441.935483870968
5238,5725.806451612903
5258,5435.483870967742
5278,5577.419354838709
5298,5680.645161290323
5318,5454.83870967742
5338,5629.032258064516
5358,5506.451612903226
5378,5609.677419354838
5398,5741.935483870967
5418,5822.58064516129
