timestamp_ms,ecg_value
0,6451.612903225806
155,6667.74193548387
191,6758.064516129032
238,7125.806451612903
243,7403.225806451612
283,7635.483870967742
320,7232.258064516128
356,7093.548387096774
395,6338.709677419355
434,5661.290322580645
472,5532.258064516129
509,5387.096774193548
544,5538.709677419355
580,5700.0
614,5719.354838709677
650,5751.612903225806
685,5738.709677419354
722,5722.580645161291
759,5632.258064516129
799,5645.1612903225805
843,5603.225806451614
882,5545.1612903225805
918,5622.58064516129
954,6170.967741935483
989,6148.387096774192
1023,6009.677419354838
1059,5777.419354838709
1094,5558.064516129032
1129,5525.806451612903
1171,5025.806451612903
1206,8364.516129032258
1241,8251.612903225807
1285,4003.2258064516127
1329,6038.709677419354
1369,6245.1612903225805
1417,6300.0
1457,6429.032258064516
1497,6625.806451612903
1538,7129.032258064515
1576,7222.58064516129
1615,7558.064516129033
1653,7341.935483870967
1690,7151.612903225805
1728,6193.548387096774
1763,5680.645161290323
1802,5390.322580645162
1840,5258.064516129032
1879,5235.4838709677415
1917,5438.709677419354
1952,5790.322580645161
1986,5632.258064516129
2020,5751.612903225806
2057,5648.387096774193
2091,5580.645161290322
2125,5661.290322580645
2200,5493.548387096774
2257,5532.258064516129
2329,5541.935483870968
2399,5645.1612903225805
2456,5745.1612903225805
2517,5935.4838709677415
2567,6229.032258064516
2620,6077.419354838709
2669,5909.677419354838
2717,5748.387096774193
2767,5661.290322580645
2818,5409.677419354839
2870,7658.064516129032
2932,9077.41935483871
2985,3841.935483870968
3041,6096.774193548386
3043,6403.225806451613
3105,6396.774193548386
3165,6577.419354838709
3222,6812.903225806451
3224,7090.322580645161
3290,7432.25806451613
3346,7670.967741935484
3399,7435.483870967742
3450,7158.064516129031
3504,6416.129032258064
3557,5816.129032258064
3612,5529.032258064516
3667,5383.870967741936
3720,5545.1612903225805
3770,5522.58064516129
3772,5864.516129032258
3822,5764.5161290322585
3875,5635.483870967742
3935,5600.0
3985,5680.645161290323
4039,5738.709677419354
4087,5516.129032258064
4137,5712.903225806452
4187,5729.032258064516
4237,5829.032258064516
4286,5648.387096774193
4336,5625.806451612903
4386,5635.483870967742
4436,5796.774193548387
4486,6129.032258064515
4540,6280.645161290322
4594,6190.322580645161
4649,6106.4516129032245
4699,5816.129032258064
4747,5800.0
4797,5593.548387096775
4848,6816.129032258064
4900,10961.290322580644
4953,4351.612903225807
5005,5880.645161290322
5056,6338.709677419355
5105,6451.612903225806
5154,6658.064516129031
5207,6864.516129032258
5258,7087.096774193547
5311,7319.354838709676
5360,7554.8387096774195
5409,7683.870967741936
5461,7425.806451612903
5513,6719.354838709677
5563,5996.774193548386
5566,5512.903225806452
5616,5348.387096774193
5670,5461.290322580645
5721,5541.935483870968
5773,5645.1612903225805
5828,5745.1612903225805
5882,5812.903225806451
5934,5690.322580645161
5987,5625.806451612903
6039,5638.709677419355
6091,5574.193548387097
6146,5522.58064516129
6198,5664.516129032258
6251,5609.677419354838
6304,5593.548387096775
6357,5635.483870967742
6413,5680.645161290323
6464,5693.548387096774
6516,6061.290322580645
6566,6183.870967741936
6616,6283.870967741936
6669,5674.193548387097
6725,5693.548387096774
6777,5661.290322580645
6828,5216.129032258064
6878,7061.290322580645
6931,9906.451612903224
6985,4119.354838709677
7035,5819.354838709677
7084,6338.709677419355
7134,6290.322580645161
7185,6590.322580645161
7235,6677.419354838709
7283,7009.677419354838
7334,7216.129032258063
7385,7506.451612903226
7434,7545.16129032258
7483,7206.451612903224
7592,6706.451612903225
7594,5825.806451612903
7596,5487.096774193548
7599,5287.096774193547
7602,5287.096774193547
7605,5377.41935483871
7609,5480.645161290322
7614,5506.451612903226
7617,5606.451612903225
7620,5619.354838709677
7622,5467.741935483871
7623,5487.096774193548
7625,5387.096774193548
7630,5454.83870967742
7632,5483.870967741935
7634,5590.322580645161
7636,5474.1935483870975
7637,5564.516129032258
7639,5812.903225806451
7641,6009.677419354838
7643,5887.096774193548
7645,5641.935483870968
7647,5416.129032258064
7649,5554.83870967742
7651,4951.612903225806
7652,7358.06451612903
7653,9080.645161290322
7655,4070.967741935483
7657,5796.774193548387
7659,6177.419354838709
7661,6222.580645161291
7662,6435.483870967742
7664,6712.903225806451
7666,6906.4516129032245
7667,7183.870967741935
7669,7493.548387096775
7671,7493.548387096775
7672,7287.096774193547
7674,6364.516129032258
7676,5738.709677419354
7678,5377.41935483871
7680,5387.096774193548
7682,5387.096774193548
7684,5429.032258064516
7686,5625.806451612903
7687,5706.451612903225
7689,5661.290322580645
7691,5661.290322580645
7692,5648.387096774193
7694,5551.612903225807
7695,5532.258064516129
7697,5687.096774193548
7698,5667.741935483871
7700,5545.1612903225805
7702,5606.451612903225
7703,5629.032258064516
7705,5780.645161290322
7707,6038.709677419354
7709,6396.774193548386
7711,6296.774193548387
7713,5961.290322580645
7715,5645.1612903225805
7717,5658.064516129032
7718,5348.387096774193
7720,6732.258064516128
7722,11803.225806451612
7724,3841.935483870968
7725,5906.451612903225
7727,6145.1612903225805
7728,6348.387096774194
7729,6654.838709677419
7731,6767.741935483871
7733,7041.935483870967
7735,7416.129032258063
7737,7690.322580645161
7738,7683.870967741936
7740,7380.645161290322
7741,6745.16129032258
7743,5867.74193548387
7745,5470.967741935484
7746,5267.741935483871
7748,5316.129032258064
7749,5516.129032258064
7751,5522.58064516129
7753,5616.129032258064
7754,5654.838709677419
7756,5761.290322580645
7757,5732.258064516129
7759,5667.741935483871
7761,5519.354838709678
7762,5670.967741935484
7764,5716.129032258064
7766,5622.58064516129
7767,5693.548387096774
7769,5722.580645161291
7771,5719.354838709677
7772,5670.967741935484
7774,6141.935483870968
7775,6196.774193548387
7777,6370.967741935484
7779,6038.709677419354
7780,5851.612903225807
7782,5899.999999999999
7784,5480.645161290322
7785,6535.4838709677415
7787,12232.258064516129
7789,4138.709677419355
7791,5925.806451612903
7792,6390.322580645162
7794,6454.83870967742
7796,6667.74193548387
7797,6822.58064516129
7798,7074.193548387096
7800,7422.580645161289
7802,7693.548387096774
7804,7774.193548387097
7805,7487.096774193548
7807,6961.290322580645
7808,6074.193548387096
7810,5554.83870967742
7811,5454.83870967742
7813,5400.0
7814,5554.83870967742
7816,5593.548387096775
7817,5770.967741935484
7819,5725.806451612903
7821,5738.709677419354
7822,5648.387096774193
7824,5487.096774193548
7825,5625.806451612903
7827,5574.193548387097
7829,5625.806451612903
7830,5570.967741935484
7832,5648.387096774193
7834,5593.548387096775
7835,5567.74193548387
7837,5729.032258064516
7838,6080.645161290322
7840,6054.83870967742
7841,6077.419354838709
7843,5941.935483870967
7844,5564.516129032258
7846,5535.4838709677415
7847,5199.999999999999
7849,6870.967741935483
7851,10412.90322580645
7853,3800.000000000001
7854,5903.225806451612
7856,6267.741935483871
7858,6293.548387096775
7859,6396.774193548386
7861,6761.290322580645
7863,6935.4838709677415
7864,7277.419354838708
7866,7570.967741935484
7867,7496.774193548387
7869,7380.645161290322
7870,6729.032258064516
7872,5777.419354838709
7874,5425.806451612903
7875,5335.4838709677415
7877,5338.709677419354
7878,5387.096774193548
7880,5725.806451612903
7882,5722.580645161291
7884,5616.129032258064
7885,5641.935483870968
7886,5558.064516129032
7888,5522.58064516129
7890,5583.870967741936
7891,5525.806451612903
7893,5587.096774193548
7895,5522.58064516129
7896,5564.516129032258
7897,5609.677419354838
7899,5729.032258064516
7900,5964.516129032258
7902,6141.935483870968
7904,6106.4516129032245
7905,5712.903225806452
7907,5664.516129032258
7909,5687.096774193548
7910,5254.838709677419
7912,10158.06451612903
7914,6287.096774193548
7915,4487.096774193547
7917,6164.516129032258
